authors,decision,forum_link,paper_id,pdf_link,title
"Kenton Lee, Tom Kwiatkowksi, Ankur Parikh, Dipanjan Das",Reject,https://openreview.net/forum?id=HkIQH7qel&noteId=HkIQH7qel,HkIQH7qel,https://openreview.net/pdf?id=HkIQH7qel,Learning Recurrent Span Representations for Extractive Question Answering
"Rui Luo, Xiaojun Xu, Weinan Zhang, Jun Wang",Reject,https://openreview.net/forum?id=B1IzH7cxl&noteId=B1IzH7cxl,B1IzH7cxl,https://openreview.net/pdf?id=B1IzH7cxl,A Neural Stochastic Volatility Model
"Ludovic Trottier, Philippe Giguère, Brahim Chaib-draa",Reject,https://openreview.net/forum?id=Bkepl7cee&noteId=Bkepl7cee,Bkepl7cee,https://openreview.net/pdf?id=Bkepl7cee,Parametric Exponential Linear Unit for Deep Convolutional Neural Networks
"Timothee LESORT, David FILLIAT",Reject,https://openreview.net/forum?id=Bkp_y7qxe&noteId=Bkp_y7qxe,Bkp_y7qxe,https://openreview.net/pdf?id=Bkp_y7qxe,Unsupervised Deep Learning of State Representation Using Robotic Priors 
"Sajid Anwar, Wonyong Sung",Reject,https://openreview.net/forum?id=HkvS3Mqxe&noteId=HkvS3Mqxe,HkvS3Mqxe,https://openreview.net/pdf?id=HkvS3Mqxe,Coarse Pruning of Convolutional Neural Networks with Random Masks
"Adam Paszke, Abhishek Chaurasia, Sangpil Kim, Eugenio Culurciello",Reject,https://openreview.net/forum?id=HJy_5Mcll&noteId=HJy_5Mcll,HJy_5Mcll,https://openreview.net/pdf?id=HJy_5Mcll,ENet: A Deep Neural Network Architecture for Real-Time Semantic Segmentation
"Ivet Rafegas, Maria Vanrell, Luís A. Alexandre",Reject,https://openreview.net/forum?id=SJBr9Mcxl&noteId=SJBr9Mcxl,SJBr9Mcxl,https://openreview.net/pdf?id=SJBr9Mcxl,Understanding trained CNNs by indexing neuron selectivity
"Hiroki Kurotaki, Kotaro Nakayama, Yutaka Matsuo",Reject,https://openreview.net/forum?id=B1PA8fqeg&noteId=B1PA8fqeg,B1PA8fqeg,https://openreview.net/pdf?id=B1PA8fqeg,Multiagent System for Layer Free Network
"Federico Raue, Sebastian Palacio, Andreas Dengel, Marcus Liwicki",Reject,https://openreview.net/forum?id=ryh_8f9lg&noteId=ryh_8f9lg,ryh_8f9lg,https://openreview.net/pdf?id=ryh_8f9lg,Classless Association using Neural Networks
"Ying Wen, Jun Wang, Tianyao Chen, Weinan Zhang",Reject,https://openreview.net/forum?id=HyNxRZ9xg&noteId=HyNxRZ9xg,HyNxRZ9xg,https://openreview.net/pdf?id=HyNxRZ9xg,Cat2Vec: Learning Distributed Representation of Multi-field Categorical Data
"Dimitrios C. Gklezakos, Rajesh P. N. Rao",Reject,https://openreview.net/forum?id=rky3QW9le&noteId=rky3QW9le,rky3QW9le,https://openreview.net/pdf?id=rky3QW9le,Transformational Sparse Coding
,Reject,https://openreview.net/forum?id=SJUdkecgx&noteId=SJUdkecgx,SJUdkecgx,https://openreview.net/pdf?id=SJUdkecgx,No Title
"Théodore Bluche, Christopher Kermorvant, Claude Touzet, Hervé Glotin",Reject,https://openreview.net/forum?id=BkXMikqxx&noteId=BkXMikqxx,BkXMikqxx,https://openreview.net/pdf?id=BkXMikqxx,Cortical-Inspired Open-Bigram Representation for Handwritten Word Recognition
"Patrick McClure, Nikolaus Kriegeskorte",Reject,https://openreview.net/forum?id=HJ1JBJ5gl&noteId=HJ1JBJ5gl,HJ1JBJ5gl,https://openreview.net/pdf?id=HJ1JBJ5gl,Representing inferential uncertainty in deep neural networks through sampling
"Kimin Lee, Jaehyung Kim, Song Chong, Jinwoo Shin",Reject,https://openreview.net/forum?id=B1akgy9xx&noteId=B1akgy9xx,B1akgy9xx,https://openreview.net/pdf?id=B1akgy9xx,Making Stochastic Neural Networks from Deterministic Ones
"Alessandro Achille, Stefano Soatto",Reject,https://openreview.net/forum?id=BJa0ECFxe&noteId=BJa0ECFxe,BJa0ECFxe,https://openreview.net/pdf?id=BJa0ECFxe,Information Dropout: learning optimal representations through noise
"Yelong Shen, Po-Sen Huang, Jianfeng Gao, Weizhu Chen",Reject,https://openreview.net/forum?id=BJlxmAKlg&noteId=BJlxmAKlg,BJlxmAKlg,https://openreview.net/pdf?id=BJlxmAKlg,ReasoNet: Learning to Stop Reading in Machine Comprehension
"Nir Baram, Tom Zahavy, Shie Mannor",Reject,https://openreview.net/forum?id=r1yjkAtxe&noteId=r1yjkAtxe,r1yjkAtxe,https://openreview.net/pdf?id=r1yjkAtxe,Spatio-Temporal Abstractions in Reinforcement Learning Through Neural Encoding
"Shengdong Zhang, Soheil Bahrampour, Naveen Ramakrishnan, Mohak Shah",Reject,https://openreview.net/forum?id=Hy8X3aKee&noteId=Hy8X3aKee,Hy8X3aKee,https://openreview.net/pdf?id=Hy8X3aKee,Deep Symbolic Representation Learning for Heterogeneous Time-series Classification
"Shayne Longpre, Sabeek Pradhan, Caiming Xiong, Richard Socher",Reject,https://openreview.net/forum?id=rJsiFTYex&noteId=rJsiFTYex,rJsiFTYex,https://openreview.net/pdf?id=rJsiFTYex,A Way out of the Odyssey: Analyzing and Combining Recent Insights for LSTMs
"Karol Grzegorczyk, Marcin Kurdziel",Reject,https://openreview.net/forum?id=HJhcg6Fxg&noteId=HJhcg6Fxg,HJhcg6Fxg,https://openreview.net/pdf?id=HJhcg6Fxg,Binary Paragraph Vectors
"Ruqing Zhang, Jiafeng Guo, Yanyan Lan, Jun Xu, Xueqi Cheng",Reject,https://openreview.net/forum?id=ryT9R3Yxe&noteId=ryT9R3Yxe,ryT9R3Yxe,https://openreview.net/pdf?id=ryT9R3Yxe,Generative Paragraph Vector
"Gyuwan Kim, Hayoon Yi, Jangho Lee, Yunheung Paek, Sungroh Yoon",Reject,https://openreview.net/forum?id=rksfwnFxl&noteId=rksfwnFxl,rksfwnFxl,https://openreview.net/pdf?id=rksfwnFxl,LSTM-Based System-Call Language Modeling and Ensemble Method for Host-Based Intrusion Detection
"Weiran Wang, Xinchen Yan, Honglak Lee, Karen Livescu",Reject,https://openreview.net/forum?id=H1Heentlx&noteId=H1Heentlx,H1Heentlx,https://openreview.net/pdf?id=H1Heentlx,Deep Variational Canonical Correlation Analysis
"Ravi Garg, Anders Eriksson, Ian Reid",Reject,https://openreview.net/forum?id=Sk2iistgg&noteId=Sk2iistgg,Sk2iistgg,https://openreview.net/pdf?id=Sk2iistgg,Non-linear Dimensionality Regularizer for Solving Inverse Problems
"Yanghao Li, Naiyan Wang, Jianping Shi, Jiaying Liu, Xiaodi Hou",Reject,https://openreview.net/forum?id=BJuysoFeg&noteId=BJuysoFeg,BJuysoFeg,https://openreview.net/pdf?id=BJuysoFeg,Revisiting Batch Normalization For Practical Domain Adaptation
"Forrest N. Iandola, Song Han, Matthew W. Moskewicz, Khalid Ashraf, William J. Dally, Kurt Keutzer",Reject,https://openreview.net/forum?id=S1xh5sYgx&noteId=S1xh5sYgx,S1xh5sYgx,https://openreview.net/pdf?id=S1xh5sYgx,SqueezeNet: AlexNet-level accuracy with 50x fewer parameters and <0.5MB model size
"Maohua Zhu, Minsoo Rhu, Jason Clemons, Stephen W. Keckler, Yuan Xie",Reject,https://openreview.net/forum?id=HJWzXsKxx&noteId=HJWzXsKxx,HJWzXsKxx,https://openreview.net/pdf?id=HJWzXsKxx,Training Long Short-Term Memory With Sparsified Stochastic Gradient Descent
"Andrew Nystrom, John Hughes",Reject,https://openreview.net/forum?id=S1j4RqYxg&noteId=S1j4RqYxg,S1j4RqYxg,https://openreview.net/pdf?id=S1j4RqYxg,Efficient Calculation of Polynomial Features on Sparse Matrices
"Miguel A. Carreira-Perpinan, Mehdi Alizadeh",Reject,https://openreview.net/forum?id=SygvTcYee&noteId=SygvTcYee,SygvTcYee,https://openreview.net/pdf?id=SygvTcYee,"ParMAC: distributed optimisation of nested functions, with application to binary autoencoders"
"Hao Zhao, Ming Lu, Anbang Yao, Yurong Chen, Li Zhang",Reject,https://openreview.net/forum?id=rJo9n9Feg&noteId=rJo9n9Feg,rJo9n9Feg,https://openreview.net/pdf?id=rJo9n9Feg,Chess Game Concepts Emerge under Weak Supervision: A Case Study of Tic-tac-toe
"Maithra Raghu, Ben Poole, Jon Kleinberg, Surya Ganguli, Jascha Sohl-Dickstein",Reject,https://openreview.net/forum?id=B1TTpYKgx&noteId=B1TTpYKgx,B1TTpYKgx,https://openreview.net/pdf?id=B1TTpYKgx,On the Expressive Power of Deep Neural Networks
"Levent Sagun, Thomas Trogdon, Yann LeCun",Reject,https://openreview.net/forum?id=HyET6tYex&noteId=HyET6tYex,HyET6tYex,https://openreview.net/pdf?id=HyET6tYex,Universality in halting time
"Pedro H. P. Savarese, Leonardo O. Mazza, Daniel R. Figueiredo",Reject,https://openreview.net/forum?id=Sywh5KYex&noteId=Sywh5KYex,Sywh5KYex,https://openreview.net/pdf?id=Sywh5KYex,Learning Identity Mappings with Residual Gates
"Saeed Maleki, Madanlal Musuvathi, Todd Mytkowicz, Yufei Ding",Reject,https://openreview.net/forum?id=Sy1rwtKxg&noteId=Sy1rwtKxg,Sy1rwtKxg,https://openreview.net/pdf?id=Sy1rwtKxg,Parallel Stochastic Gradient Descent with Sound Combiners
"Alex Nowak, Joan Bruna",Reject,https://openreview.net/forum?id=Hy3_KuYxg&noteId=Hy3_KuYxg,Hy3_KuYxg,https://openreview.net/pdf?id=Hy3_KuYxg,Divide and Conquer with Neural Networks
"Mukund Sundararajan, Ankur Taly, Qiqi Yan",Reject,https://openreview.net/forum?id=rJzaDdYxx&noteId=rJzaDdYxx,rJzaDdYxx,https://openreview.net/pdf?id=rJzaDdYxx,Gradients of Counterfactuals
"Jonas Gehring, Michael Auli, David Grangier, Yann N. Dauphin",Reject,https://openreview.net/forum?id=BJAA4wKxg&noteId=BJAA4wKxg,BJAA4wKxg,https://openreview.net/pdf?id=BJAA4wKxg,A Convolutional Encoder Model for Neural Machine Translation
"Leslie N. Smith, Nicholay Topin",Reject,https://openreview.net/forum?id=SJQNqLFgl&noteId=SJQNqLFgl,SJQNqLFgl,https://openreview.net/pdf?id=SJQNqLFgl,Deep Convolutional Neural Network Design Patterns
"Zhuoyuan Chen, Han Zhao, Xiao Liu, Wei Xu",Reject,https://openreview.net/forum?id=SkgSXUKxx&noteId=SkgSXUKxx,SkgSXUKxx,https://openreview.net/pdf?id=SkgSXUKxx,An Analysis of Feature Regularization for Low-shot Learning
"Zachary C. Lipton, Jianfeng Gao, Lihong Li, Jianshu Chen, Li Deng",Reject,https://openreview.net/forum?id=r1tHvHKge&noteId=r1tHvHKge,r1tHvHKge,https://openreview.net/pdf?id=r1tHvHKge,Combating Deep Reinforcement Learning's Sisyphean Curse with Intrinsic Fear
"Nat Dilokthanakul, Pedro A. M. Mediano, Marta Garnelo, Matthew C.H. Lee, Hugh Salimbeni, Kai Arulkumaran, Murray Shanahan",Reject,https://openreview.net/forum?id=SJx7Jrtgl&noteId=SJx7Jrtgl,SJx7Jrtgl,https://openreview.net/pdf?id=SJx7Jrtgl,Deep Unsupervised Clustering with Gaussian Mixture Variational Autoencoders
Tristan Cazenave,Reject,https://openreview.net/forum?id=Bk67W4Yxl&noteId=Bk67W4Yxl,Bk67W4Yxl,https://openreview.net/pdf?id=Bk67W4Yxl,Improved Architectures for Computer Go
"Avishkar Bhoopchand, Tim Rocktäschel, Earl Barr, Sebastian Riedel",Reject,https://openreview.net/forum?id=r1kQkVFgl&noteId=r1kQkVFgl,r1kQkVFgl,https://openreview.net/pdf?id=r1kQkVFgl,Learning Python Code Suggestion with a Sparse Pointer Network
"Sihan Li, Jiantao Jiao, Yanjun Han, Tsachy Weissman",Reject,https://openreview.net/forum?id=SJAr0QFxe&noteId=SJAr0QFxe,SJAr0QFxe,https://openreview.net/pdf?id=SJAr0QFxe,Demystifying ResNet
"Franziska Horn, Klaus-Robert Müller",Reject,https://openreview.net/forum?id=SkBsEQYll&noteId=SkBsEQYll,SkBsEQYll,https://openreview.net/pdf?id=SkBsEQYll,Learning similarity preserving representations with neural similarity and context encoders
"Lajanugen Logeswaran, Honglak Lee, Dragomir Radev",Reject,https://openreview.net/forum?id=S1AG8zYeg&noteId=S1AG8zYeg,S1AG8zYeg,https://openreview.net/pdf?id=S1AG8zYeg,Sentence Ordering using Recurrent Neural Networks
"Sebastian Ruder, Parsa Ghaffari, John G. Breslin",Reject,https://openreview.net/forum?id=rJRhzzKxl&noteId=rJRhzzKxl,rJRhzzKxl,https://openreview.net/pdf?id=rJRhzzKxl,Knowledge Adaptation: Teaching to Adapt
"Jay Yoon Lee, Michael L. Wick, Jean-Baptiste Tristan",Reject,https://openreview.net/forum?id=S1Jhfftgx&noteId=S1Jhfftgx,S1Jhfftgx,https://openreview.net/pdf?id=S1Jhfftgx,Enforcing constraints on outputs with unconstrained inference
"Miguel Lazaro-Gredilla, Yi Liu, D. Scott Phoenix, Dileep George",Reject,https://openreview.net/forum?id=HJeqWztlg&noteId=HJeqWztlg,HJeqWztlg,https://openreview.net/pdf?id=HJeqWztlg,Hierarchical compositional feature learning
"Manzil Zaheer, Jean-Baptiste Tristan, Michael L. Wick, Guy L. Steele Jr.",Reject,https://openreview.net/forum?id=ry54RWtxx&noteId=ry54RWtxx,ry54RWtxx,https://openreview.net/pdf?id=ry54RWtxx,Learning a Static Analyzer: A Case Study on a Toy Language
"Farahnaz A. Wick, Michael L. Wick, Marc Pomplun",Reject,https://openreview.net/forum?id=Sk36NgFeg&noteId=Sk36NgFeg,Sk36NgFeg,https://openreview.net/pdf?id=Sk36NgFeg,Filling in the details: Perceiving from low fidelity visual input
"Ludovic Dos Santos, Ali Ziat, Ludovic Denoyer, Benjamin Piwowarski, Patrick Gallinari",Reject,https://openreview.net/forum?id=HJ7O61Yxe&noteId=HJ7O61Yxe,HJ7O61Yxe,https://openreview.net/pdf?id=HJ7O61Yxe,Modelling Relational Time Series using Gaussian Embeddings
"Joan Serrà, Alexandros Karatzoglou",Reject,https://openreview.net/forum?id=rkKCdAdgx&noteId=rkKCdAdgx,rkKCdAdgx,https://openreview.net/pdf?id=rkKCdAdgx,Compact Embedding of Binary-coded Inputs and Outputs using Bloom Filters
"Felix Leibfried, Nate Kushman, Katja Hofmann",Reject,https://openreview.net/forum?id=BJxhLAuxg&noteId=BJxhLAuxg,BJxhLAuxg,https://openreview.net/pdf?id=BJxhLAuxg,A Deep Learning Approach for Joint Video Frame and Reward Prediction in Atari Games
"Zhong-Qiu Zhao, Haiman Bian, Donghui Hu, Herve Glotin",Reject,https://openreview.net/forum?id=HJ6idTdgg&noteId=HJ6idTdgg,HJ6idTdgg,https://openreview.net/pdf?id=HJ6idTdgg,Pedestrian Detection Based On Fast R-CNN and Batch Normalization 
"Chang Xu, Tao Qin, Gang Wang, Tie-Yan Liu",Reject,https://openreview.net/forum?id=Sy7m72Ogg&noteId=Sy7m72Ogg,Sy7m72Ogg,https://openreview.net/pdf?id=Sy7m72Ogg,An Actor-critic Algorithm for Learning Rate Learning
"Yunpeng Chen, Xiaojie Jin, Jiashi Feng, Shuicheng Yan",Reject,https://openreview.net/forum?id=ByQPVFull&noteId=ByQPVFull,ByQPVFull,https://openreview.net/pdf?id=ByQPVFull,Training Group Orthogonal Neural Networks with Privileged Information
"Paul Hongsuck Seo, Zhe Lin, Scott Cohen, Xiaohui Shen, Bohyung Han",Reject,https://openreview.net/forum?id=HyEeMu_xx&noteId=HyEeMu_xx,HyEeMu_xx,https://openreview.net/pdf?id=HyEeMu_xx,Progressive Attention Networks for Visual Attribute Prediction
"Sungjin Ahn, Heeyoul Choi, Tanel Parnamaa, Yoshua Bengio",Reject,https://openreview.net/forum?id=BJwFrvOeg&noteId=BJwFrvOeg,BJwFrvOeg,https://openreview.net/pdf?id=BJwFrvOeg,A Neural Knowledge Language Model
"Yuanzhi Ke, Masafumi Hagiwara",Reject,https://openreview.net/forum?id=r1osyr_xg&noteId=r1osyr_xg,r1osyr_xg,https://openreview.net/pdf?id=r1osyr_xg,Fuzzy paraphrases in learning word representations with a lexicon
"Jiedong Hao, Jing Dong, Wei Wang, Tieniu Tan",Reject,https://openreview.net/forum?id=SJNDWNOlg&noteId=SJNDWNOlg,SJNDWNOlg,https://openreview.net/pdf?id=SJNDWNOlg,What Is the Best Practice for CNNs Applied to Visual Instance Retrieval?
"Djork-Arné Clevert, Thomas Unterthiner, Sepp Hochreiter",Reject,https://openreview.net/forum?id=ryb-q1Olg&noteId=ryb-q1Olg,ryb-q1Olg,https://openreview.net/pdf?id=ryb-q1Olg,Rectified Factor Networks for Biclustering
Tom White,Reject,https://openreview.net/forum?id=SypU81Ole&noteId=SypU81Ole,SypU81Ole,https://openreview.net/pdf?id=SypU81Ole,Sampling Generative Networks
"Xue Bin Peng, Michiel van de Panne",Reject,https://openreview.net/forum?id=r1kGbydxg&noteId=r1kGbydxg,r1kGbydxg,https://openreview.net/pdf?id=r1kGbydxg,Learning Locomotion Skills Using DeepRL: Does the Choice of Action Space Matter?
"Roman Novak, Michael Auli, David Grangier",Reject,https://openreview.net/forum?id=r1y1aawlg&noteId=r1y1aawlg,r1y1aawlg,https://openreview.net/pdf?id=r1y1aawlg,Iterative Refinement for Machine Translation
"Hyo-Eun Kim, Sangheum Hwang, Kyunghyun Cho",Reject,https://openreview.net/forum?id=SyCSsUDee&noteId=SyCSsUDee,SyCSsUDee,https://openreview.net/pdf?id=SyCSsUDee,Semantic Noise Modeling for Better Representation Learning
"Mitsuru Ambai, Takuya Matsumoto, Takayoshi Yamashita, Hironobu Fujiyoshi",Reject,https://openreview.net/forum?id=ByOK0rwlx&noteId=ByOK0rwlx,ByOK0rwlx,https://openreview.net/pdf?id=ByOK0rwlx,Ternary Weight Decomposition and Binary Activation Encoding for Fast and Compact Neural Network
"Gurvan L'Hostis, David Grangier, Michael Auli",Reject,https://openreview.net/forum?id=Bk8N0RLxx&noteId=Bk8N0RLxx,Bk8N0RLxx,https://openreview.net/pdf?id=Bk8N0RLxx,Vocabulary Selection Strategies for Neural Machine Translation
"Linnan Wang, Wei Wu, George Bosilca, Richard Vuduc, Zenglin Xu",Reject,https://openreview.net/forum?id=HkzuKpLgg&noteId=HkzuKpLgg,HkzuKpLgg,https://openreview.net/pdf?id=HkzuKpLgg,Efficient Communications in Training Large Scale Neural Networks
"Marc Goessling, Yali Amit",Reject,https://openreview.net/forum?id=BJ46w6Ule&noteId=BJ46w6Ule,BJ46w6Ule,https://openreview.net/pdf?id=BJ46w6Ule,Dynamic Partition Models
"Marcin Andrychowicz, Karol Kurach",Reject,https://openreview.net/forum?id=BkfiXiUlg&noteId=BkfiXiUlg,BkfiXiUlg,https://openreview.net/pdf?id=BkfiXiUlg,Learning Efficient Algorithms with Hierarchical Attentive Memory
"Jianmin Chen*, Xinghao Pan*, Rajat Monga, Samy Bengio, Rafal Jozefowicz",Reject,https://openreview.net/forum?id=HyAddcLge&noteId=HyAddcLge,HyAddcLge,https://openreview.net/pdf?id=HyAddcLge,Revisiting Distributed Synchronous SGD
"Mohammad Ali Mehrolhassani, Majid Mohammadi",Reject,https://openreview.net/forum?id=SJqaCVLxx&noteId=SJqaCVLxx,SJqaCVLxx,https://openreview.net/pdf?id=SJqaCVLxx,New Learning Approach By Genetic Algorithm In A Convolutional Neural Network For Pattern Recognition
"Masayoshi Ishikawa, Mariko Okude, Takehisa Nishida & Kazuo Muto",Reject,https://openreview.net/forum?id=SkqMSCHxe&noteId=SkqMSCHxe,SkqMSCHxe,https://openreview.net/pdf?id=SkqMSCHxe,PREDICTION OF POTENTIAL HUMAN INTENTION USING SUPERVISED COMPETITIVE LEARNING
"Augustus Odena, Christopher Olah, Jonathon Shlens",Reject,https://openreview.net/forum?id=rJXTf9Bxg&noteId=rJXTf9Bxg,rJXTf9Bxg,https://arxiv.org/pdf/1610.09585v1.pdf,Conditional Image Synthesis With Auxiliary Classifier GANs
"Liping Jing, MiaoMiao Cheng, Liu Yang, Alex Gittens, Michael W. Mahoney",Reject,https://openreview.net/forum?id=ryAe2WBee&noteId=ryAe2WBee,ryAe2WBee,https://openreview.net/pdf?id=ryAe2WBee,Multi-label learning with semantic embeddings
"Shota Horiguchi, Daiki Ikami, Kiyoharu Aizawa",Reject,https://openreview.net/forum?id=HyQWFOVge&noteId=HyQWFOVge,HyQWFOVge,https://openreview.net/pdf?id=HyQWFOVge,Significance of Softmax-Based Features over Metric Learning-Based Features
"Antonia Creswell, Kai Arulkumaran, Anil Anthony Bharath",Reject,https://openreview.net/forum?id=ryXZmzNeg&noteId=ryXZmzNeg,ryXZmzNeg,https://openreview.net/pdf?id=ryXZmzNeg,Improving Sampling from Generative Autoencoders with Markov Chains
"Martín Abadi, David G. Andersen",Reject,https://openreview.net/forum?id=S1HEBe_Jl&noteId=S1HEBe_Jl,S1HEBe_Jl,https://openreview.net/pdf?id=S1HEBe_Jl,Learning to Protect Communications with Adversarial Neural Cryptography
"Elad Hoffer, Itay Hubara, Nir Ailon",Reject,https://openreview.net/forum?id=S1vyujVye&noteId=S1vyujVye,S1vyujVye,https://openreview.net/pdf?id=S1vyujVye,Deep unsupervised learning through spatial contrasting
Armen Aghajanyan,Reject,https://openreview.net/forum?id=BkCPyXm1l&noteId=BkCPyXm1l,BkCPyXm1l,https://openreview.net/pdf?id=BkCPyXm1l,SoftTarget Regularization: An Effective Technique to Reduce Over-Fitting in Neural Networks
Kamil Rocki,Reject,https://openreview.net/forum?id=S1J0E-71l&noteId=S1J0E-71l,S1J0E-71l,https://openreview.net/pdf?id=S1J0E-71l,Surprisal-Driven Feedback in Recurrent Networks
